City,StateProvinceName,CountryRegionName,PostalCode,Education,Occupation,Gender,MaritalStatus,HomeOwnerFlag,NumberCarsOwned,NumberChildrenAtHome,TotalChildren,YearlyIncome,AgeInYears,BikeBuyer,AvgMonthSpend
San Francisco,California,United States,94109,Bachelors,Professional,F,M,1,1,1,2,135239,29,1,54.89
Esher-Molesey,England,United Kingdom,EM15,Partial College,Management,M,M,1,1,1,2,102266,50,1,55.41
Cliffside,British Columbia,Canada,V8Y 1L1,Bachelors,Manual,M,M,0,0,0,1,28106,29,0,45.94
Leipzig,Nordrhein-Westfalen,Germany,4139,Bachelors,Skilled Manual,F,M,1,0,1,1,58719,30,1,48.83
Port Orchard,Washington,United States,98366,Partial College,Skilled Manual,M,M,1,2,1,2,59497,48,1,51.69
Bellingham,Washington,United States,98225,High School,Skilled Manual,F,M,1,1,1,1,60295,37,1,53.59
Yakima,Washington,United States,98901,Bachelors,Management,F,S,0,2,0,0,111934,28,0,50.96
Grossmont,California,United States,91941,Graduate Degree,Professional,M,M,1,3,0,0,135171,23,0,52.78
Sooke,British Columbia,Canada,V0,Partial College,Management,F,S,0,1,0,0,103352,21,0,52.35
Bellflower,California,United States,90706,Partial College,Clerical,F,S,0,2,0,0,76430,31,1,53.73
Redmond,Washington,United States,98052,Partial College,Skilled Manual,M,S,0,2,0,0,53604,22,1,51.1
Warrnambool,Victoria,Australia,3280,High School,Skilled Manual,M,S,1,0,0,0,51483,44,1,55.99
Kirkland,Washington,United States,98033,Partial College,Clerical,F,M,1,1,1,1,80096,32,1,53.93
Torrance,California,United States,90505,Partial College,Skilled Manual,M,M,1,1,0,2,61267,42,0,57.16
Bellingham,Washington,United States,98225,Partial College,Manual,F,M,0,0,0,0,36535,23,1,46.27
Santa Cruz,California,United States,95062,Bachelors,Skilled Manual,M,S,0,1,0,0,61011,28,0,48.58
San Gabriel,California,United States,91776,Partial College,Clerical,M,M,1,2,1,1,76871,41,1,56.23
Lebanon,Oregon,United States,97355,Partial College,Management,F,M,1,1,1,2,102622,37,1,53.78
Lavender Bay,New South Wales,Australia,2060,Bachelors,Management,F,S,0,3,0,0,102838,20,1,52.27
Sedro Woolley,Washington,United States,98284,Partial College,Clerical,M,S,1,1,0,0,81425,38,0,53.15
Warrnambool,Victoria,Australia,3280,Bachelors,Clerical,M,M,1,1,1,1,82902,30,1,52.55
Tacoma,Washington,United States,98403,Partial College,Clerical,M,M,1,2,1,1,80846,42,1,52
München,Hamburg,Germany,80074,High School,Skilled Manual,F,M,1,1,0,2,52237,43,1,48.53
Lynnwood,Washington,United States,98036,High School,Manual,M,M,0,1,0,0,27223,21,0,45.95
London,England,United Kingdom,W10 6BL,Bachelors,Clerical,F,M,1,1,0,1,80178,46,1,49.64
Portland,Oregon,United States,97205,High School,Skilled Manual,M,S,0,1,0,0,57143,21,0,53.19
Metchosin,British Columbia,Canada,V9,Bachelors,Professional,M,M,1,3,1,2,137352,52,1,52.11
Glendale,California,United States,91203,Partial College,Skilled Manual,F,S,0,1,0,0,53808,37,0,50.54
Port Macquarie,New South Wales,Australia,2444,Bachelors,Clerical,M,M,0,1,0,0,88035,23,0,49.74
Metchosin,British Columbia,Canada,V9,Partial High School,Skilled Manual,M,S,0,1,0,0,59005,17,0,48.94
Hof,Bayern,Germany,95010,Bachelors,Manual,M,S,0,1,0,0,32647,30,0,45.94
Berlin,Saarland,Germany,12311,Partial College,Clerical,F,S,0,1,0,0,80578,19,0,53.8
Mill Valley,California,United States,94941,Partial College,Clerical,M,S,0,1,0,0,77796,21,0,50.01
Bellingham,Washington,United States,98225,Graduate Degree,Management,F,M,1,0,0,3,110189,66,1,51.29
Port Hammond,British Columbia,Canada,V6B 3P7,Graduate Degree,Professional,M,M,1,3,0,2,133057,59,1,52.13
Versailles,Yveline,France,78000,Partial College,Clerical,M,S,0,2,0,0,81305,27,1,52.61
Beverly Hills,California,United States,90210,Graduate Degree,Management,M,M,1,2,0,0,109627,26,1,51.3
Bracknell,England,United Kingdom,RG12 8TB,Bachelors,Professional,F,S,1,1,0,0,130507,38,0,53.84
Rhodes,New South Wales,Australia,2138,Bachelors,Skilled Manual,M,M,1,1,0,1,53911,31,0,51.05
Olympia,Washington,United States,98501,Partial College,Skilled Manual,F,S,1,2,0,0,51091,48,0,48.17
Santa Cruz,California,United States,95062,Graduate Degree,Clerical,M,M,1,1,1,1,80403,25,1,50.15
Berlin,Nordrhein-Westfalen,Germany,14197,Graduate Degree,Management,F,M,1,2,0,0,111796,29,1,50.9
Paris,Seine (Paris),France,75017,Partial College,Clerical,F,S,0,2,0,0,77219,19,1,50.12
Brisbane,Queensland,Australia,4000,Partial College,Skilled Manual,F,S,1,2,0,0,55794,48,1,48.99
Walla Walla,Washington,United States,99362,Graduate Degree,Manual,M,M,0,1,0,2,29031,31,0,48.76
Lincoln Acres,California,United States,91950,High School,Manual,F,S,0,0,0,0,36240,22,0,50.55
Townsville,Queensland,Australia,4810,Bachelors,Manual,M,M,1,1,0,1,29115,39,0,51.96
Berlin,Hamburg,Germany,10791,High School,Clerical,M,S,0,1,0,0,77548,32,1,62.04
Melton,Victoria,Australia,3337,Graduate Degree,Management,F,S,1,0,0,0,105342,29,1,54.35
Cloverdale,South Australia,Australia,6105,Bachelors,Skilled Manual,F,S,0,1,0,0,56597,33,0,50.77
Gold Coast,Queensland,Australia,4217,Bachelors,Management,M,M,1,1,0,2,107794,55,0,51.22
Dresden,Hessen,Germany,1071,Bachelors,Skilled Manual,F,M,1,0,1,1,53369,34,1,51.16
Dresden,Hessen,Germany,1071,Partial College,Skilled Manual,F,S,0,1,0,0,55236,29,0,50.74
Port Macquarie,New South Wales,Australia,2444,Partial College,Skilled Manual,F,M,1,0,0,1,57645,43,0,49.16
Glendale,California,United States,91203,Partial College,Clerical,F,M,0,3,0,0,81882,19,0,50.06
Beaverton,Oregon,United States,97005,Partial College,Clerical,F,M,1,1,0,1,86087,34,1,49.97
Palo Alto,California,United States,94303,Graduate Degree,Skilled Manual,M,M,1,1,0,2,59628,31,1,50.22
Puyallup,Washington,United States,98371,Bachelors,Management,F,M,1,2,1,2,102267,39,1,51.71
München,Hamburg,Germany,80074,Bachelors,Skilled Manual,M,M,0,0,2,2,61466,27,1,51.56
Coffs Harbour,New South Wales,Australia,2450,Partial College,Manual,F,M,1,0,0,2,25923,36,0,45.28
Fremont,California,United States,94536,Partial College,Manual,F,S,0,0,0,0,32869,24,1,50
Bremerton,Washington,United States,98312,Bachelors,Management,F,M,1,3,1,1,112560,25,1,52.94
Warrington,England,United Kingdom,WA1,Graduate Degree,Clerical,M,M,1,1,1,1,83761,36,1,53.85
Les Ulis,Essonne,France,91940,Bachelors,Management,M,S,0,2,0,0,113276,26,1,51.32
Grossmont,California,United States,91941,Graduate Degree,Professional,F,M,1,2,1,1,132602,25,1,52.41
Findon,South Australia,Australia,5023,Bachelors,Management,M,S,0,0,0,0,108049,26,1,52.78
Berks,England,United Kingdom,SL4 1RH,Graduate Degree,Professional,F,S,1,2,0,0,132877,35,1,52.09
Berkeley,California,United States,94704,Partial College,Skilled Manual,M,S,0,1,0,0,59541,21,1,48.63
Runcorn,England,United Kingdom,TY31,Bachelors,Management,M,M,1,3,2,2,111680,31,1,55.86
Woodland Hills,California,United States,91364,Partial College,Management,M,M,1,2,0,2,106824,47,0,55.67
Cliffside,British Columbia,Canada,V8Y 1L1,Graduate Degree,Management,M,S,1,3,0,0,110473,37,1,54.83
Lancaster,England,United Kingdom,LA1 1LN,Bachelors,Manual,M,M,1,1,1,2,28360,53,0,47.89
Springwood,New South Wales,Australia,2777,Bachelors,Skilled Manual,F,S,0,1,0,0,56300,31,0,50.62
Warrnambool,Victoria,Australia,3280,Partial High School,Manual,M,S,1,1,0,0,34520,49,0,50.66
Santa Cruz,California,United States,95062,Bachelors,Clerical,M,M,1,1,1,1,86464,33,1,52.43
Bellflower,California,United States,90706,Graduate Degree,Management,F,M,1,2,0,2,109617,59,0,51.31
Newport Beach,California,United States,92625,Bachelors,Management,F,S,1,2,0,0,103692,34,1,55.46
Lane Cove,New South Wales,Australia,1597,Graduate Degree,Manual,F,S,0,0,0,0,27020,28,0,46.56
Edmonds,Washington,United States,98020,Bachelors,Manual,M,S,0,0,0,0,26213,34,0,56.97
Kirkland,Washington,United States,98033,High School,Skilled Manual,M,M,1,2,1,2,56896,49,1,49.7
Berlin,Nordrhein-Westfalen,Germany,14197,Bachelors,Management,F,M,1,1,0,0,109243,23,0,51.12
Caloundra,Queensland,Australia,4551,Bachelors,Skilled Manual,F,M,0,1,0,0,57447,17,0,48.98
Stuttgart,Saarland,Germany,70511,Partial High School,Skilled Manual,M,S,0,0,0,0,55375,23,1,49.4
Corvallis,Oregon,United States,97330,Partial College,Manual,M,M,0,1,1,1,26374,32,0,51.56
Pantin,Seine Saint Denis,France,93500,Partial College,Clerical,F,S,0,1,0,0,87475,22,0,54.1
Beaverton,Oregon,United States,97005,Bachelors,Management,F,M,1,2,2,2,110017,30,1,51.64
Langley,British Columbia,Canada,V3A 4R2,Bachelors,Management,M,M,1,2,3,3,107738,56,1,53.83
Ballard,Washington,United States,98107,High School,Skilled Manual,F,M,1,1,1,2,56858,43,0,50.2
Bremerton,Washington,United States,98312,Partial College,Clerical,F,M,0,2,0,0,78440,20,1,49.77
London,England,United Kingdom,EC1R 0DU,Bachelors,Professional,F,M,1,2,0,0,134394,23,0,52.3
Imperial Beach,California,United States,91932,Partial College,Manual,M,M,1,1,1,2,29566,45,0,47.44
Westminster,British Columbia,Canada,V3L 1H4,Partial College,Clerical,F,S,0,1,0,0,77704,29,0,53.15
Langley,British Columbia,Canada,V3A 4R2,Bachelors,Management,M,M,1,3,0,0,110631,31,0,53.37
Gold Coast,Queensland,Australia,4217,Bachelors,Skilled Manual,F,M,1,1,1,1,56041,37,1,49.43
Dunkerque,Nord,France,59140,Partial College,Management,F,S,1,2,0,0,101989,32,0,54.8
Cloverdale,South Australia,Australia,6105,Bachelors,Skilled Manual,F,S,0,1,0,0,57973,19,0,50.63
Melbourne,Victoria,Australia,3000,Bachelors,Manual,F,S,0,0,0,0,35119,31,1,47.51
Beverly Hills,California,United States,90210,Graduate Degree,Management,F,S,1,3,0,0,108814,29,0,55.14
West Covina,California,United States,91791,Bachelors,Skilled Manual,M,M,0,1,1,2,62062,26,1,49.06
Burlingame,California,United States,94010,Graduate Degree,Manual,F,M,0,1,1,2,33043,26,1,47.85
Paris,Seine (Paris),France,75013,High School,Manual,M,S,0,0,0,0,26546,17,0,45.77
Lake Oswego,Oregon,United States,97034,Graduate Degree,Management,M,S,0,2,0,0,106204,25,0,54.87
Silverwater,New South Wales,Australia,2264,Partial High School,Skilled Manual,M,S,1,0,0,0,56782,42,1,59.14
St. Leonards,New South Wales,Australia,2065,Partial High School,Skilled Manual,M,S,1,0,0,0,60722,47,1,57.19
Bellingham,Washington,United States,98225,Graduate Degree,Management,F,M,1,2,1,2,109295,59,1,53.01
Bellflower,California,United States,90706,Bachelors,Manual,M,S,0,1,0,0,26431,29,0,47.55
Los Angeles,California,United States,90012,Partial High School,Skilled Manual,F,S,1,1,0,0,56825,39,0,52.32
Versailles,Yveline,France,78000,High School,Clerical,F,S,1,3,0,0,79942,44,1,50.95
Versailles,Yveline,France,78000,High School,Skilled Manual,M,S,0,1,0,0,60015,24,0,52.58
Paris,Seine (Paris),France,75013,Bachelors,Manual,F,M,0,1,0,0,33758,23,0,46.27
Wollongong,New South Wales,Australia,2500,High School,Manual,M,S,0,0,0,0,33612,19,1,48.86
Chula Vista,California,United States,91910,Bachelors,Skilled Manual,M,S,0,1,0,0,62387,23,0,50.35
Cranbourne,Victoria,Australia,3977,Partial College,Clerical,F,S,1,3,0,0,80215,41,0,53.51
Beaverton,Oregon,United States,97005,High School,Skilled Manual,M,S,0,2,0,0,53423,35,1,51.73
Perth,South Australia,Australia,6006,High School,Clerical,M,M,1,1,1,2,79968,48,1,52.05
Tacoma,Washington,United States,98403,High School,Skilled Manual,F,M,1,1,3,3,59690,52,0,48.46
National City,California,United States,91950,Partial College,Clerical,M,M,0,1,0,0,81905,17,0,50.08
Tacoma,Washington,United States,98403,Partial College,Skilled Manual,F,M,1,2,1,2,55385,46,1,48.55
Marysville,Washington,United States,98270,Bachelors,Management,F,S,1,1,0,0,109672,31,0,52.31
Cliffside,British Columbia,Canada,V8Y 1L1,High School,Manual,F,S,0,1,0,0,34294,40,0,48.48
Geelong,Victoria,Australia,3220,Bachelors,Clerical,F,S,0,3,0,0,85349,28,0,54.4
Langford,British Columbia,Canada,V9,Graduate Degree,Skilled Manual,M,M,1,1,0,2,55137,43,0,55.64
Bellflower,California,United States,90706,Partial College,Manual,M,M,0,1,1,2,29585,31,0,51.41
Woodland Hills,California,United States,91364,Graduate Degree,Skilled Manual,M,M,1,2,0,2,59103,56,0,48.53
Burlingame,California,United States,94010,Partial High School,Skilled Manual,M,S,1,2,0,0,52073,42,1,58.34
Kirkland,Washington,United States,98033,Partial College,Skilled Manual,F,M,1,0,1,2,60276,35,1,50.38
Sunbury,Victoria,Australia,3429,High School,Skilled Manual,F,M,1,0,1,1,61918,45,1,52.41
La Jolla,California,United States,92806,Bachelors,Clerical,F,M,1,3,1,2,81831,53,1,53.57
Kassel,Hessen,Germany,34117,High School,Skilled Manual,F,S,0,1,0,0,59186,29,0,52.92
South Melbourne,Victoria,Australia,3205,Bachelors,Skilled Manual,M,M,1,0,1,2,57148,50,1,50.77
Bellingham,Washington,United States,98225,Partial College,Clerical,F,M,1,0,0,2,80660,39,0,50.23
Croix,Nord,France,59170,Partial High School,Manual,F,S,0,0,0,0,31573,31,0,49.28
Sooke,British Columbia,Canada,V0,Partial College,Management,F,M,1,1,1,2,112207,39,1,55.75
Springwood,New South Wales,Australia,2777,Bachelors,Professional,M,S,1,0,0,0,130673,32,1,60.72
Darmstadt,Hessen,Germany,64283,Partial College,Skilled Manual,F,S,0,2,0,0,54068,37,1,49.46
Bottrop,Nordrhein-Westfalen,Germany,46236,Bachelors,Management,F,M,1,3,1,2,101921,36,1,52.01
Glendale,California,United States,91203,Graduate Degree,Professional,F,M,1,2,3,3,132795,59,1,55.47
Berlin,Hessen,Germany,12171,Graduate Degree,Professional,M,M,1,2,1,2,134111,35,1,56.51
Chula Vista,California,United States,91910,Bachelors,Clerical,M,S,0,3,0,0,78263,16,1,51.34
London,England,United Kingdom,W1N 9FA,Bachelors,Clerical,F,S,0,1,0,0,85427,26,0,53.12
Warrington,England,United Kingdom,WA3 7BH,Bachelors,Management,F,S,1,2,0,0,105367,38,1,53.57
Oakland,California,United States,94611,Partial College,Management,M,S,0,2,0,0,105674,20,0,54.76
Kiel,Saarland,Germany,24044,Partial College,Clerical,M,S,0,2,0,0,87512,19,1,53.11
Marysville,Washington,United States,98270,Bachelors,Skilled Manual,M,S,1,2,1,1,53800,50,1,50.8
Lebanon,Oregon,United States,97355,High School,Clerical,M,S,1,3,0,0,84697,34,1,55.86
Seaford,Victoria,Australia,3198,Bachelors,Management,M,M,1,1,2,2,107460,38,1,60.94
Warrnambool,Victoria,Australia,3280,Bachelors,Management,M,S,1,2,0,0,111456,33,0,59.42
London,England,United Kingdom,SW19 3RU,Graduate Degree,Professional,M,S,1,2,0,0,135305,35,1,61
Hervey Bay,Queensland,Australia,4655,Bachelors,Management,M,M,1,3,1,2,109818,31,1,60.63
Pantin,Seine Saint Denis,France,93500,Partial College,Skilled Manual,F,S,0,1,0,0,53390,22,0,51.53
Warrnambool,Victoria,Australia,3280,High School,Manual,M,M,0,1,0,0,32269,20,0,46.24
London,England,United Kingdom,W10 6BL,Partial College,Clerical,M,S,0,3,0,0,83798,24,0,54.19
Kirkland,Washington,United States,98033,Partial College,Clerical,M,S,0,2,0,0,86281,18,1,52.89
San Francisco,California,United States,94109,Partial College,Skilled Manual,M,M,1,2,2,2,59242,42,1,55.32
Bury,England,United Kingdom,PE17,Bachelors,Management,M,S,1,2,1,1,112627,58,1,50.83
Seaford,Victoria,Australia,3198,Bachelors,Skilled Manual,M,M,1,1,1,1,51794,33,1,52.44
Spokane,Washington,United States,99202,High School,Manual,M,M,1,1,2,2,32876,49,1,47.35
Shawnee,British Columbia,Canada,V8Z 4N5,High School,Clerical,F,S,1,3,0,0,86407,47,0,53.44
Walla Walla,Washington,United States,99362,Partial High School,Manual,M,S,0,0,0,0,36079,41,0,58.95
Burlingame,California,United States,94010,Partial High School,Manual,M,S,0,1,0,0,34533,17,0,49.88
Yakima,Washington,United States,98901,Graduate Degree,Skilled Manual,M,M,0,0,1,1,52847,24,1,52.1
Townsville,Queensland,Australia,4810,Bachelors,Clerical,F,S,0,1,0,0,86796,31,0,53.07
St. Leonards,New South Wales,Australia,2065,Graduate Degree,Management,M,M,1,1,1,1,111782,27,1,52.25
Coronado,California,United States,92118,Graduate Degree,Professional,M,M,1,3,0,3,138411,66,0,51.91
Mühlheim,Hamburg,Germany,63151,Graduate Degree,Professional,F,M,1,3,0,2,138041,52,0,52.73
Kirkland,Washington,United States,98033,Graduate Degree,Professional,M,M,1,2,0,1,128861,31,1,60.36
Royal Oak,British Columbia,Canada,V8X,Graduate Degree,Clerical,F,S,0,3,0,0,78362,25,0,49.94
Palo Alto,California,United States,94303,Graduate Degree,Skilled Manual,F,M,0,1,0,2,59021,28,0,49.51
Sunbury,Victoria,Australia,3429,Bachelors,Clerical,F,S,1,2,0,0,82338,37,1,50.92
Findon,South Australia,Australia,5023,Bachelors,Clerical,M,M,1,1,1,2,78395,58,1,49.66
Burlingame,California,United States,94010,Partial College,Clerical,M,M,1,0,2,2,77220,40,1,59.83
Eilenburg,Brandenburg,Germany,4838,Partial College,Manual,F,M,1,1,1,2,26215,52,0,46.23
South Melbourne,Victoria,Australia,3205,Bachelors,Skilled Manual,F,M,1,2,2,2,59433,37,1,48.96
Warrnambool,Victoria,Australia,3280,Partial College,Clerical,F,S,1,3,0,0,76923,40,0,49.74
Caloundra,Queensland,Australia,4551,Partial College,Manual,M,S,0,1,0,0,27551,18,0,49.27
Coronado,California,United States,92118,Graduate Degree,Management,F,M,1,1,1,2,107095,43,1,55.75
Woodland Hills,California,United States,91364,Partial College,Skilled Manual,M,S,0,2,0,0,51979,20,0,48.68
Redmond,Washington,United States,98052,Partial College,Clerical,F,M,1,1,0,2,79858,37,0,50.19
Spring Valley,California,United States,91977,Bachelors,Clerical,F,S,1,2,0,0,80019,48,1,50.4
Lake Oswego,Oregon,United States,97034,Partial College,Skilled Manual,F,M,1,0,1,1,61911,34,1,52.43
Torrance,California,United States,90505,Graduate Degree,Management,F,M,1,3,0,2,108839,25,0,51.23
Kirkland,Washington,United States,98033,Graduate Degree,Management,M,M,1,3,2,2,105166,30,1,55.96
W. Linn,Oregon,United States,97068,High School,Clerical,M,M,1,3,1,2,87114,42,1,57.46
Colma,California,United States,94014,Graduate Degree,Professional,M,M,1,1,1,1,128980,27,1,52.62
Hawthorne,Queensland,Australia,4171,Graduate Degree,Management,F,S,1,1,0,0,102669,29,0,53.92
Villeneuve-d'Ascq,Nord,France,59491,Partial College,Skilled Manual,M,S,0,1,0,0,58751,27,1,48.91
Everett,Washington,United States,98201,Graduate Degree,Skilled Manual,M,S,0,1,0,0,57188,27,1,51.41
Concord,California,United States,94519,High School,Manual,M,M,1,1,1,2,32588,41,1,53.16
Vancouver,British Columbia,Canada,V7L 4J4,High School,Clerical,M,M,1,1,0,2,80254,36,1,58.9
Esher-Molesey,England,United Kingdom,EM15,Partial College,Manual,M,M,1,0,1,2,29743,41,0,50.7
Erlangen,Bayern,Germany,91054,Graduate Degree,Management,M,S,1,2,0,0,104407,35,1,57.96
Gateshead,England,United Kingdom,GA10,Graduate Degree,Manual,F,S,0,0,0,0,33957,23,0,47.36
Verrieres Le Buisson,Essonne,France,91370,Partial High School,Manual,M,S,0,1,0,0,26097,25,0,45.61
Chula Vista,California,United States,91910,Bachelors,Manual,M,M,0,1,1,1,29582,26,0,47.72
Puyallup,Washington,United States,98371,Bachelors,Skilled Manual,F,M,1,1,0,2,55721,54,0,48.57
St. Leonards,New South Wales,Australia,2065,High School,Manual,M,S,0,0,0,0,34524,20,1,46.72
Paris,Seine (Paris),France,75013,Graduate Degree,Clerical,F,M,1,2,0,1,80552,29,0,50.66
Saint Germain en Laye,Yveline,France,78100,High School,Skilled Manual,M,S,0,2,0,0,53494,29,1,50.47
Newport Beach,California,United States,92625,High School,Manual,F,S,1,0,1,1,33952,52,1,50.38
Oxford,England,United Kingdom,OX1,High School,Skilled Manual,M,M,1,0,0,2,58004,46,1,56.49
Bellingham,Washington,United States,98225,Bachelors,Professional,M,M,1,2,1,2,132545,28,1,54.04
Seaford,Victoria,Australia,3198,Bachelors,Manual,F,S,0,1,0,0,25474,38,0,48.19
Burien,Washington,United States,98168,Bachelors,Skilled Manual,F,M,1,1,0,2,51261,32,0,48.55
Ingolstadt,Bayern,Germany,85049,Bachelors,Clerical,F,S,0,2,0,0,76934,30,0,49.47
Milsons Point,New South Wales,Australia,2061,High School,Skilled Manual,M,M,0,1,1,1,51356,24,1,49
Watford,England,United Kingdom,WA3,Graduate Degree,Professional,M,M,1,0,1,2,133514,27,1,55.28
Gold Coast,Queensland,Australia,4217,Bachelors,Clerical,M,S,0,1,0,0,83421,31,0,57.38
Everett,Washington,United States,98201,Partial College,Clerical,M,S,0,1,0,0,86830,30,0,50.07
Torrance,California,United States,90505,Graduate Degree,Clerical,F,S,1,1,0,0,83252,43,0,52.11
Perth,South Australia,Australia,6006,Partial College,Skilled Manual,F,M,1,0,1,2,56590,59,1,52.68
Goulburn,New South Wales,Australia,2580,Partial College,Skilled Manual,F,M,1,1,1,2,51675,46,1,48.4
Olympia,Washington,United States,98501,Graduate Degree,Clerical,M,M,1,1,0,1,77618,24,0,50.1
El Cajon,California,United States,92020,Bachelors,Clerical,M,M,1,3,1,2,86879,38,1,56.79
Paderborn,Nordrhein-Westfalen,Germany,33098,High School,Clerical,M,M,1,2,0,2,86327,85,0,50.3
Edmonds,Washington,United States,98020,Bachelors,Skilled Manual,F,S,0,1,0,0,51976,32,0,48.7
High Wycombe,England,United Kingdom,HP10 9QY,Bachelors,Manual,F,M,0,1,1,2,28092,29,0,50
